order_id,customer_id,order_date,total_amount
106,143,28-05-2024,346.2887672
107,171,23-05-2019,263.1359369
108,470,22-06-2024,407.3521528
109,1,17-11-2022,197.4028765
110,26,25-04-2021,32.08989116
111,172,08-12-2019,118.1035568
112,321,24-03-2020,207.3887793
113,58,02-06-2022,171.5399505
114,138,30-01-2017,338.6565998
115,232,18-05-2017,407.9978281
116,408,28-11-2022,215.4140466
117,317,30-09-2022,280.4383537
118,91,10-01-2021,92.17196684
119,234,20-11-2023,278.7618283
120,155,16-04-2020,401.7057234
121,291,29-12-2020,326.0220841
122,471,18-05-2022,36.48480843
123,462,12-08-2019,424.7607682
124,131,19-01-2020,196.3100777
125,143,03-07-2023,176.8402405
126,232,10-08-2018,190.9068985
127,124,24-09-2020,323.6042147
128,138,18-01-2022,90.47039442
129,313,19-11-2019,209.8385698
130,105,14-04-2021,266.1000772
131,264,20-05-2021,66.24475595
132,221,01-03-2019,390.9304807
133,147,19-07-2019,282.141008
134,400,01-06-2018,384.5679815
135,436,16-04-2024,258.5990536
136,407,18-07-2023,380.8809016
137,64,20-03-2021,424.7594592
138,146,29-03-2024,282.9307134
139,476,20-05-2019,145.3286612
140,209,16-07-2019,287.9481798
141,95,10-04-2022,81.50183774
142,2,29-03-2022,321.6478202
143,330,10-06-2017,167.8498352
144,311,09-09-2018,388.6053495
145,392,04-06-2017,66.85532773
146,296,15-02-2024,264.5353858
147,129,28-04-2017,409.8951412
148,409,23-09-2017,211.8643326
149,401,19-03-2024,438.5570901
150,181,27-05-2021,284.7975658
151,135,01-09-2022,300.9082464
152,417,26-12-2020,150.0607442
153,67,22-05-2022,51.93344395
154,491,07-11-2020,452.1397288
155,481,15-02-2021,34.6986142
156,141,07-12-2023,217.5538631
157,348,01-10-2023,53.80211138
158,150,30-10-2021,328.6890716
159,147,17-07-2021,356.8729546
160,111,12-01-2017,407.5062462
161,298,29-05-2019,377.1597666
162,129,22-11-2020,279.8637973
163,173,26-03-2022,451.4334939
164,75,25-11-2019,207.027677
165,253,17-12-2018,32.48642666
166,427,02-12-2023,84.9573341
167,207,14-09-2024,258.2869745
168,203,05-05-2017,469.458643
169,164,22-02-2020,216.193413
170,71,28-07-2021,131.4097114
171,290,15-11-2022,456.6503208
172,11,01-05-2022,299.4295651
173,27,01-08-2023,246.6496007
174,124,08-03-2018,262.954048
175,225,20-09-2018,230.9758412
176,100,25-03-2020,387.8420237
177,227,15-09-2017,194.2577116
178,21,20-05-2024,327.4200627
179,150,07-05-2020,463.7777098
180,444,23-04-2023,492.3279235
181,65,31-03-2019,426.4749989
182,431,13-09-2024,127.0757673
183,107,24-10-2018,242.0870773
184,76,10-06-2020,126.3670028
185,123,06-12-2016,328.0217391
186,209,22-10-2017,452.6909242
187,276,19-10-2024,234.5605815
188,166,05-05-2023,483.7805951
189,193,19-09-2017,119.0839538
190,461,13-08-2017,326.5976709
191,75,27-08-2018,84.79828826
192,342,13-04-2017,371.4445084
193,442,29-04-2022,154.1437367
194,360,16-10-2021,420.7911294
195,304,15-05-2019,145.9765538
196,81,06-05-2017,165.1792928
197,194,18-12-2016,122.1900704
198,77,25-04-2017,218.9246885
199,248,07-03-2020,390.4466481
200,58,18-10-2019,242.7318437
201,403,12-12-2021,266.6749513
202,380,02-01-2021,252.8732592
203,42,23-05-2018,22.55961093
204,208,08-02-2024,374.1836362
205,42,20-06-2024,253.4893076
206,428,11-09-2019,240.0470891
207,134,23-11-2021,135.9710001
208,148,30-10-2024,404.7309257
209,450,18-03-2018,387.1468571
210,315,16-04-2020,393.6010292
211,63,05-04-2022,111.7679743
212,26,03-02-2023,268.2736112
213,51,01-08-2021,121.3462398
214,184,30-07-2020,480.5198898
215,470,06-10-2021,461.8765648
216,8,14-12-2017,221.1698037
217,46,31-08-2019,95.74565878
218,274,16-08-2022,261.3137134
219,157,21-05-2021,72.67949494
220,234,29-04-2021,461.4705073
221,333,10-12-2023,168.1418469
222,107,15-05-2021,169.8219695
223,175,08-12-2020,190.0088735
224,426,01-06-2021,199.5471879
225,239,27-06-2018,413.0148295
226,412,06-10-2019,164.6574069
227,111,28-05-2023,52.17407455
228,331,30-05-2022,165.3738444
229,289,13-05-2017,77.96901851
230,347,11-04-2019,265.6985717
231,6,24-08-2021,369.7079302
232,221,19-06-2021,353.5052171
233,223,01-07-2024,438.7420874
234,333,31-01-2020,165.1142351
235,365,16-10-2018,102.8856542
236,429,03-08-2017,52.27258605
237,159,13-07-2020,325.343009
238,148,29-08-2023,66.05654395
239,179,11-10-2022,250.5090808
240,311,25-01-2018,291.9957773
241,132,15-07-2022,162.3942699
242,317,29-06-2022,225.870587
243,452,30-01-2019,94.18566193
244,185,14-05-2019,185.0697321
245,72,13-03-2024,269.4845039
246,131,30-07-2021,457.7778052
247,321,05-04-2017,426.0278758
248,223,17-02-2019,253.8596849
249,435,29-08-2020,139.0066602
250,230,07-03-2022,274.3662563
251,244,16-04-2024,85.67219153
252,230,28-05-2024,470.2342497
253,277,27-09-2020,67.49895017
254,258,07-12-2023,334.5685164
255,86,11-11-2021,334.4604499
256,348,25-11-2023,329.4241607
257,293,30-10-2017,35.53807804
258,376,17-03-2018,414.5989284
259,244,26-12-2021,267.2928825
260,181,28-06-2023,386.3694184
261,478,26-10-2024,368.3844555
262,23,05-08-2024,263.2498262
263,152,22-07-2024,33.81282839
264,420,08-03-2020,120.7178164
265,186,08-09-2018,272.8679923
266,240,30-11-2020,162.8912121
267,320,01-10-2021,76.82697364
268,122,27-09-2017,294.4310906
269,258,26-07-2024,229.1969791
270,47,08-05-2023,78.11972778
271,147,28-04-2022,413.481269
272,33,15-10-2021,265.6796828
273,61,01-10-2018,146.4273647
274,474,19-09-2019,328.521919
275,476,08-08-2023,110.1171691
276,55,31-07-2017,206.7163811
277,265,04-10-2017,188.5685473
278,468,10-06-2019,217.3877966
279,410,18-12-2021,240.9810409
280,206,13-12-2021,327.1808604
281,380,18-01-2022,294.7785587
282,498,17-01-2021,266.2166589
283,434,19-10-2021,388.1225424
284,125,18-11-2017,447.2608615
285,500,16-05-2018,46.76281811
286,435,02-10-2021,475.6210701
287,297,12-12-2018,229.7061119
288,461,22-12-2023,401.5231877
289,343,10-12-2018,125.5108347
290,126,01-10-2021,429.6302601
291,25,07-02-2017,71.63929968
292,212,28-10-2020,262.3539677
293,439,21-09-2019,214.3579088
294,90,29-04-2023,55.10730173
295,116,16-06-2017,468.3281183
296,231,03-12-2017,39.52024204
297,8,25-10-2021,167.5396347
298,254,13-10-2021,211.4110208
299,439,20-07-2021,127.980702
300,110,02-03-2020,201.0525682
301,325,28-04-2017,492.1163724
302,65,30-09-2023,350.1523149
303,49,13-01-2022,366.206135
304,5,28-12-2017,364.099004
305,100,15-04-2022,192.1248208
306,408,29-03-2021,282.6641593
307,400,16-07-2022,295.275667
308,90,30-12-2020,68.01257246
309,113,11-01-2018,381.4189561
310,445,19-10-2017,366.2157158
311,401,08-05-2021,176.0410098
312,19,05-09-2019,67.02713919
313,273,02-04-2022,124.5162592
314,238,07-07-2022,491.8088516
315,16,29-08-2022,406.3715681
316,189,03-03-2021,452.055655
317,363,19-10-2019,75.34131251
318,200,17-04-2018,256.0283043
319,120,24-01-2023,237.7204238
320,214,11-01-2020,79.80081692
321,385,10-04-2022,38.49441657
322,48,10-04-2023,459.2891606
323,287,14-01-2019,480.0411975
324,309,27-12-2020,363.8040459
325,310,13-04-2021,155.8503113
326,97,28-01-2018,301.9364842
327,403,17-06-2017,307.7217377
328,188,04-12-2021,26.45818894
329,34,05-10-2020,391.7791628
330,26,23-10-2017,335.6407644
331,470,09-07-2020,152.6168342
332,137,20-06-2024,446.7999996
333,419,29-03-2020,197.069611
334,445,17-09-2021,253.7532922
335,12,09-10-2018,416.7737414
336,362,31-03-2018,354.2398932
337,40,07-07-2022,39.12816919
338,363,01-08-2018,383.8576495
339,289,06-01-2017,243.3924928
340,415,01-08-2024,182.9671268
341,33,07-08-2019,94.35676698
342,25,05-06-2021,68.02436229
343,28,16-08-2023,173.2896547
344,237,30-01-2021,108.0464605
345,228,23-03-2022,103.1631235
346,259,28-12-2023,323.1030365
347,11,27-10-2020,178.5478143
348,477,09-02-2017,454.6564421
349,432,20-08-2024,65.57427814
350,438,07-07-2017,62.87119594
351,111,20-05-2021,35.29215208
352,384,02-03-2024,73.19474053
353,1,02-02-2022,172.5191907
354,52,09-06-2018,240.1140506
355,449,18-09-2019,48.92103847
356,69,12-01-2022,398.8720435
357,385,15-05-2024,398.9180131
358,171,24-04-2017,186.4312414
359,433,16-01-2021,136.9188325
360,447,09-11-2017,301.664804
361,108,25-12-2016,438.5160172
362,24,15-03-2017,365.8956441
363,388,01-05-2017,315.7662007
364,401,13-07-2021,460.5316515
365,282,29-09-2019,360.8541919
366,211,18-05-2021,285.5890056
367,198,09-12-2016,133.790625
368,395,18-08-2022,442.2957404
369,7,16-06-2021,326.5747809
370,302,11-04-2020,127.8568737
371,238,09-03-2019,362.7321128
372,334,06-03-2017,248.4557048
373,161,20-05-2023,111.3482488
374,82,28-10-2024,384.1409188
375,139,05-07-2019,56.25412305
376,131,18-09-2017,424.9806462
377,421,12-05-2023,295.7596898
378,116,13-11-2023,422.1725502
379,457,24-09-2017,84.37465644
380,306,28-04-2019,439.3598644
381,236,14-06-2023,375.6924145
382,104,11-02-2017,120.6160213
383,456,07-03-2018,334.6510883
384,348,03-09-2023,387.3493014
385,57,24-09-2017,127.0750447
386,476,22-01-2022,97.37834566
387,127,17-10-2024,307.3661546
388,1,16-09-2024,113.7711447
389,349,22-09-2017,196.714407
390,53,01-09-2020,364.6243303
391,11,07-09-2019,277.30648
392,126,05-04-2023,150.5921943
393,489,25-06-2022,109.4750112
394,263,18-04-2022,433.2627952
395,55,02-04-2021,409.6280477
396,266,20-03-2022,485.6089464
397,146,04-11-2017,57.68058573
398,334,30-07-2017,163.6140273
399,423,19-11-2020,451.1734912
400,404,14-04-2024,473.7540233
401,390,12-12-2017,140.4622008
402,493,20-09-2024,468.0833393
403,412,04-02-2024,27.25189847
404,307,06-01-2017,308.6073619
405,373,07-12-2019,346.2066945
406,254,01-05-2024,237.2751596
407,92,25-07-2023,309.5441626
408,273,06-07-2018,112.196178
409,112,11-04-2018,473.0603706
410,449,04-01-2017,146.37371
411,482,28-09-2018,180.7327511
412,207,30-11-2018,230.1037063
413,175,03-12-2016,88.83884033
414,135,26-09-2017,454.672189
415,225,02-05-2020,53.23611609
416,380,29-05-2021,44.33539883
417,411,19-09-2018,417.8512704
418,37,17-10-2019,69.40872876
419,310,28-06-2017,468.0877044
420,78,02-03-2023,276.9456183
421,176,21-02-2023,287.0090814
422,52,03-11-2023,365.445471
423,283,27-05-2019,461.3926092
424,11,15-02-2018,333.5239054
425,33,06-11-2018,361.1461666
426,249,06-10-2021,393.5120061
427,162,12-09-2021,29.86813337
428,367,12-10-2024,263.9754081
429,233,18-10-2020,143.5822884
430,194,03-03-2021,278.0212021
431,337,01-09-2017,67.06706105
432,440,08-10-2023,355.3398966
433,157,31-05-2022,328.9735171
434,272,28-04-2018,177.1718708
435,450,24-03-2019,63.42561075
436,121,19-02-2021,405.422455
437,93,11-05-2020,493.4327633
438,353,22-12-2021,255.442514
439,336,07-03-2021,280.0654147
440,335,16-03-2020,282.0375642
441,427,08-02-2018,279.3554367
442,221,26-12-2020,203.1724588
443,352,11-05-2018,233.8254294
444,105,27-08-2019,496.609569
445,145,13-09-2023,325.3978811
446,161,18-01-2018,182.930887
447,164,29-08-2020,154.2632924
448,292,29-10-2022,139.1233374
449,95,28-04-2022,347.5799628
450,11,22-02-2021,265.9922392
451,240,04-01-2021,101.0182466
452,220,11-10-2021,54.88300376
453,368,05-03-2019,428.7807266
454,80,19-05-2023,20.12929743
455,250,25-08-2024,477.4747487
456,186,12-05-2021,243.8811753
457,238,29-03-2021,95.68146596
458,130,03-06-2018,423.6520478
459,379,07-09-2023,234.6386209
460,295,28-04-2024,363.3394065
461,415,03-08-2019,422.8407728
462,27,04-09-2024,431.5615085
463,461,11-05-2017,391.4755415
464,329,30-04-2023,404.7183653
465,161,12-06-2021,83.92890676
466,160,08-09-2018,301.6094871
467,383,24-02-2018,391.5315596
468,483,21-12-2022,485.722682
469,66,08-01-2023,248.2677234
470,480,06-02-2022,403.24297
471,336,30-12-2021,260.8339558
472,8,31-05-2019,318.7286884
473,465,05-07-2020,84.08446407
474,71,01-08-2017,371.6747999
475,191,03-09-2017,229.9734611
476,12,15-10-2019,440.3736187
477,277,10-05-2018,168.8593672
478,13,10-01-2020,209.0743377
479,487,07-06-2022,122.4368162
480,360,05-05-2019,212.081832
481,189,28-03-2023,346.8356189
482,193,31-03-2019,376.3686796
483,242,09-08-2017,312.2028389
484,10,06-09-2018,271.7269494
485,483,25-07-2021,299.7898816
486,273,21-03-2022,359.06056
487,108,24-08-2021,27.11347953
488,152,21-02-2020,169.6977605
489,249,16-04-2017,173.3808693
490,239,12-09-2020,33.15045553
491,485,15-05-2024,267.0554536
492,197,10-07-2022,495.0327906
493,95,14-03-2022,215.2325425
494,276,09-06-2024,420.4637817
495,49,04-09-2022,380.6163141
496,251,20-08-2018,54.36633494
497,30,17-12-2018,163.706623
498,396,22-03-2017,234.2717467
499,410,07-01-2022,100.6716343
500,201,25-12-2023,108.602043
501,105,08-03-2020,311.7689127
502,132,04-08-2018,58.62844104
503,45,01-01-2018,196.3024235
504,146,29-08-2020,158.1175328
505,353,08-07-2017,80.29510753
506,265,29-08-2021,289.0023265
507,159,08-10-2018,113.6294585
508,355,28-05-2019,194.4339702
509,386,25-08-2022,239.7856634
510,276,07-05-2021,433.5245818
511,356,16-11-2019,414.6782388
512,184,20-06-2022,201.569593
513,269,17-01-2024,379.7768291
514,313,12-05-2019,174.5864061
515,364,24-01-2022,250.1868589
516,341,14-05-2018,499.3524703
517,353,23-11-2020,83.6831757
518,32,27-05-2020,212.8849372
519,403,07-08-2022,137.076805
520,488,23-07-2017,92.53514613
521,364,05-07-2019,92.72376303
522,405,11-09-2017,336.00926
523,329,22-04-2023,66.04403836
524,336,09-03-2023,330.8321396
525,75,13-06-2023,94.79710545
526,476,27-11-2018,319.4835884
527,305,12-07-2018,399.3582717
528,306,13-10-2024,105.868775
529,355,27-06-2018,411.7176206
530,499,03-11-2021,325.5319449
531,253,29-04-2019,421.8935165
532,80,30-05-2021,107.5962469
533,412,20-04-2024,164.5706699
534,356,28-07-2024,481.0323595
535,59,07-09-2023,234.7213485
536,366,21-09-2022,281.9227064
537,273,25-01-2021,379.2188836
538,135,24-01-2023,410.1258593
539,392,23-10-2021,307.7623294
540,382,27-11-2020,329.280839
541,195,06-01-2017,133.0418522
542,487,05-03-2019,431.3564955
543,346,01-12-2022,271.1360638
544,35,28-05-2019,437.7636002
545,115,11-03-2019,272.6724554
546,232,04-06-2021,344.2384562
547,340,17-04-2019,26.94418164
548,348,17-05-2018,100.2816271
549,306,20-09-2019,402.0472975
550,262,31-12-2020,223.7292058
551,194,04-03-2020,55.23358891
552,91,06-06-2023,212.7649138
553,282,16-08-2017,224.6963154
554,212,09-06-2019,223.1157539
555,82,05-06-2023,57.20069121
556,485,06-06-2021,434.3080193
557,192,01-10-2019,294.4164688
558,35,03-12-2016,287.0807612
559,121,22-10-2018,315.1566534
560,60,30-11-2016,236.7687263
561,8,05-02-2023,94.76788203
562,65,24-12-2021,49.36058779
563,230,09-08-2019,125.3979267
564,291,05-07-2017,216.4901126
565,388,14-02-2017,212.4051069
566,281,06-11-2022,86.67740497
567,403,20-12-2023,29.08646324
568,141,10-09-2020,144.1729964
569,283,10-02-2024,155.5887961
570,27,24-07-2019,143.0224617
571,28,28-07-2020,455.760629
572,53,08-03-2018,354.0563715
573,217,19-06-2024,354.0247172
574,270,10-05-2024,294.4948544
575,282,07-04-2017,496.5876545
576,377,23-01-2020,39.47277883
577,38,22-02-2024,447.7670714
578,302,25-04-2017,473.9307226
579,24,21-01-2018,479.4182172
580,59,19-07-2024,376.3380402
581,274,04-08-2019,134.7528175
582,465,28-09-2018,359.4277164
583,102,29-11-2018,88.25019113
584,178,15-04-2017,116.5424769
585,452,01-08-2023,461.5644465
586,467,18-07-2017,465.9088808
587,140,30-05-2019,437.8710355
588,141,26-12-2022,52.56746144
589,372,11-07-2024,69.41527077
590,280,20-11-2021,445.5386248
591,244,15-09-2017,184.6602584
592,70,24-01-2021,471.0279871
593,195,27-06-2023,283.0742235
594,384,03-03-2018,246.4388414
595,218,08-08-2021,445.8768155
596,40,07-10-2022,467.7486851
597,85,29-08-2020,277.7452344
598,238,17-07-2020,102.9172509
599,50,12-04-2022,69.91744718
600,63,22-01-2021,236.8744146
601,18,27-12-2018,350.930824
602,168,16-07-2018,423.1429328
603,386,21-11-2017,355.9385722
604,214,24-02-2022,374.4778347
605,199,14-09-2024,73.0532135
606,483,11-07-2022,159.7904444
607,403,17-10-2022,222.9761795
608,454,13-04-2019,451.333003
609,222,26-07-2024,418.8904647
610,209,22-03-2017,120.3519795
611,189,19-01-2018,341.8727766
612,388,13-11-2021,273.0857691
613,390,04-01-2021,369.9635429
614,257,11-06-2022,28.03282277
615,323,21-02-2020,417.3999556
616,279,26-06-2023,353.8054987
617,195,20-02-2024,283.5402695
618,101,09-10-2021,368.0872222
619,204,03-04-2020,376.9563871
620,317,05-12-2021,33.2142291
621,357,01-04-2019,57.15475362
622,203,18-02-2018,150.3119553
623,214,12-09-2024,219.3415913
624,362,08-05-2020,40.70136875
625,99,18-01-2018,61.11687695
626,400,27-08-2023,304.6258519
627,187,22-11-2021,109.2768593
628,344,08-11-2020,295.1858639
629,200,25-09-2022,177.0969816
630,435,22-05-2017,47.7218715
631,490,18-04-2019,47.86091305
632,89,20-11-2019,415.1046512
633,378,12-10-2017,345.6810962
634,290,08-11-2021,187.4548174
635,305,07-09-2022,374.5282003
636,325,29-08-2023,294.8448865
637,276,10-02-2022,349.9631722
638,88,09-01-2017,194.4097225
639,470,30-08-2021,466.9715052
640,105,21-07-2020,121.9223691
641,391,13-05-2017,37.60989383
642,150,18-06-2021,497.4022119
643,58,17-05-2023,220.4446292
644,299,11-09-2020,248.5917248
645,339,29-04-2023,57.14976346
646,62,13-04-2021,212.1357819
647,317,14-08-2024,292.3670361
648,400,19-12-2016,29.32478785
649,264,25-04-2023,406.2438235
650,475,26-05-2020,358.5094719
651,439,07-11-2020,373.5974955
652,314,24-06-2024,248.5308317
653,300,12-10-2022,344.1673994
654,400,26-01-2024,167.7955587
655,479,25-02-2024,36.10347773
656,37,16-12-2020,37.89951724
657,415,15-01-2023,41.23309551
658,438,24-07-2020,149.5208375
659,499,25-07-2023,95.21465083
660,55,04-01-2022,229.4865578
661,380,01-09-2024,363.8961182
662,330,26-07-2020,204.2467343
663,155,18-02-2024,321.6965655
664,306,17-07-2019,111.5210292
665,351,04-08-2017,312.8537673
666,180,25-10-2021,78.90761092
667,371,21-02-2021,139.5944864
668,74,12-02-2017,154.2513657
669,141,31-05-2019,168.3864626
670,47,22-03-2017,174.8208426
671,329,29-10-2018,453.8557449
672,117,26-08-2017,59.98624071
673,311,25-01-2019,428.9123302
674,119,21-10-2019,148.2589311
675,216,26-12-2017,244.1238057
676,126,09-12-2022,72.13527026
677,208,29-06-2020,435.5100826
678,193,05-01-2019,295.171235
679,234,16-06-2017,196.4986476
680,350,29-05-2017,217.5107291
681,365,26-12-2020,149.7163133
682,328,17-09-2024,469.9651218
683,314,28-10-2018,210.8143176
684,157,19-09-2018,261.0692876
685,437,21-11-2018,188.9894457
686,20,09-03-2019,268.6623061
687,455,19-04-2024,465.7795711
688,329,01-04-2018,88.9417518
689,101,28-06-2018,381.4040691
690,66,02-09-2021,286.3994269
691,146,30-09-2023,124.5293354
692,439,13-01-2021,417.9028168
693,455,21-09-2022,399.5634677
694,260,11-08-2021,37.79257793
695,322,03-12-2019,401.4888185
696,143,07-11-2020,120.5631513
697,77,02-05-2019,234.9434129
698,81,07-04-2023,423.3669191
699,298,14-02-2020,279.1774334
700,334,02-07-2017,345.3557238
701,170,09-06-2024,218.7375362
702,255,22-09-2022,128.8786693
703,212,14-04-2019,235.8851508
704,118,04-06-2022,453.3861154
705,490,14-10-2020,98.27288769
706,121,01-08-2021,34.80149698
707,283,11-09-2023,57.19625769
708,168,16-01-2017,324.6459893
709,492,26-10-2019,229.5231619
710,190,14-03-2023,496.0560416
711,137,27-01-2019,354.8118187
712,311,11-05-2024,121.1414192
713,148,27-09-2018,317.2482668
714,45,06-08-2022,468.8099777
715,182,19-10-2024,489.9120962
716,143,11-05-2024,427.2740977
717,382,24-04-2017,78.39765515
718,234,16-02-2018,481.3464522
719,441,03-12-2023,48.06113052
720,307,08-11-2023,432.0010256
721,337,16-10-2019,460.7033608
722,138,28-11-2020,136.8058341
723,28,31-08-2019,311.9762936
724,281,30-08-2024,360.1405807
725,192,18-07-2017,481.7560898
726,449,25-07-2017,273.0417701
727,247,28-03-2022,78.2764511
728,39,31-05-2018,186.7490586
729,435,09-04-2020,307.466815
730,356,10-04-2017,446.926467
731,82,04-09-2023,314.6635576
732,28,04-11-2020,108.486465
733,271,18-06-2019,64.37290615
734,439,29-04-2020,358.7650076
735,329,07-12-2021,175.5742481
736,37,22-12-2022,134.8516811
737,106,24-02-2024,148.5662659
738,47,21-11-2019,203.6502379
739,199,26-08-2018,247.6047757
740,312,17-07-2021,424.199255
741,409,08-10-2023,264.8960002
742,201,19-02-2023,138.7754451
743,343,17-11-2017,483.4675372
744,59,10-07-2022,383.3306709
745,299,26-08-2019,300.9700138
746,456,22-03-2024,32.13984739
747,130,13-03-2023,138.1108356
748,327,19-12-2022,73.71165435
749,96,19-04-2017,242.6811304
750,35,15-02-2020,499.5221629
751,178,14-02-2018,175.4775064
752,186,27-03-2019,105.1861384
753,1,03-08-2020,158.9687357
754,452,09-05-2021,397.9720259
755,69,15-12-2019,124.0246791
756,296,24-04-2018,325.5698284
757,138,15-07-2019,439.2897445
758,67,09-01-2023,218.2087693
759,400,24-09-2019,45.77272215
760,334,11-04-2023,20.79887924
761,206,05-11-2024,61.58046575
762,71,16-06-2021,481.4927079
763,263,15-06-2022,296.9969404
764,158,29-09-2017,378.0416935
765,458,22-01-2018,231.1484284
766,469,01-03-2018,99.60176619
767,293,13-03-2024,289.2101727
768,322,17-10-2020,420.977978
769,285,21-05-2024,282.1696105
770,232,12-07-2019,244.6460695
771,455,06-10-2023,189.0981885
772,317,18-12-2016,128.9749054
773,311,21-09-2018,316.6799868
774,355,16-02-2018,371.3620869
775,97,14-11-2023,157.5137247
776,419,22-03-2017,199.0508257
777,293,22-02-2022,123.0875581
778,267,26-09-2018,476.4256938
779,388,13-11-2018,365.0017177
780,101,06-07-2021,254.3854772
781,457,23-09-2023,295.4196858
782,202,11-08-2023,480.715902
783,254,04-02-2020,107.7771342
784,470,26-06-2024,162.8592742
785,457,14-11-2024,477.3375452
786,314,26-10-2024,282.8809546
787,216,03-12-2021,257.1851463
788,49,16-05-2019,258.8804193
789,187,08-08-2018,424.04436
790,155,23-10-2017,373.1975006
791,220,05-02-2022,105.126745
792,477,15-10-2023,247.7122215
793,138,27-03-2022,277.9783164
794,94,12-05-2021,211.9947174
795,209,06-03-2023,421.8027112
796,395,23-02-2020,201.6660195
797,147,21-06-2024,173.4722955
798,73,14-07-2018,385.9996864
799,30,13-02-2021,494.6685314
800,270,03-12-2023,260.3204631
801,480,04-02-2017,471.4569435
802,403,26-04-2017,361.8262566
803,391,20-06-2020,488.4821025
804,4,07-04-2017,349.2822467
805,143,17-02-2021,305.8294839
806,493,09-12-2017,406.8765636
807,166,26-02-2020,352.3185097
808,228,10-12-2019,215.4753275
809,393,30-01-2024,316.0366892
810,220,25-06-2020,419.4302513
811,133,02-09-2019,34.2460522
812,257,14-10-2020,275.8399067
813,302,31-05-2024,130.0427669
814,411,07-04-2022,486.9886057
815,252,03-10-2024,432.8749088
816,318,10-12-2017,260.870593
817,472,03-11-2024,454.379666
818,383,27-10-2022,172.2028205
819,193,17-01-2020,284.6560456
820,70,29-06-2017,333.8411634
821,109,03-06-2021,199.4829348
822,319,31-08-2023,133.1137125
823,379,24-05-2022,291.9691976
824,217,17-11-2018,117.2180371
