order_item_id,order_id,product_id,quantity,price
147,2975,80,1,53.27128186
148,1681,54,3,39.44994618
149,659,80,3,36.82987438
150,2659,56,1,65.24243312
151,4800,16,1,90.93832017
152,567,4,3,79.58949556
153,262,50,3,96.35298056
154,711,29,3,36.77058281
155,2099,66,1,10.69447701
156,805,88,1,29.75716944
157,4783,46,2,74.87210298
158,3537,90,2,27.64109323
159,593,34,1,55.8069197
160,4603,33,3,53.93747274
161,3655,89,4,11.85903299
162,2220,8,4,73.80913453
163,184,57,2,41.43939435
164,684,85,3,61.73985662
165,3140,88,1,97.67744188
166,4939,12,3,55.0864699
167,4300,46,4,29.76286046
168,874,94,1,31.05443763
169,4602,75,3,91.47333727
170,2919,93,4,65.38686923
171,2644,30,1,41.95025151
172,4996,26,1,76.76518709
173,1101,84,3,16.54884262
174,1211,91,2,92.74969727
175,547,84,1,50.36131824
176,1297,100,1,29.59382698
177,3923,57,4,35.78547047
178,3519,32,2,28.50666193
179,775,76,2,26.23716358
180,871,78,2,93.05197486
181,66,77,3,31.46229033
182,2748,24,2,79.34232915
183,1157,75,4,67.19071993
184,306,77,2,19.90644098
185,540,39,3,58.01691953
186,278,63,1,79.16492753
187,1932,67,3,87.73577494
188,1113,80,2,65.17789045
189,1962,22,2,73.11091922
190,540,70,1,60.96744588
191,3931,71,2,16.84298905
192,890,86,2,20.20999386
193,2949,97,2,35.83266294
194,2173,77,1,30.92477117
195,633,5,3,79.50033216
196,2577,53,1,85.21726244
197,3220,73,2,33.18904029
198,3,74,3,21.04123352
199,2650,94,4,94.25232371
200,3581,55,4,99.27910562
201,1685,61,1,79.0927376
202,4297,33,4,56.43631418
203,1049,59,1,40.51359553
204,2389,93,4,57.75557741
205,839,38,3,81.46726968
206,1192,100,4,46.82235459
207,2953,16,3,87.78917083
208,3867,3,3,93.48103435
209,1784,95,2,57.38574824
210,1495,21,1,48.43333578
211,1711,22,2,59.58309836
212,2114,19,1,79.97500021
213,3186,27,4,35.75484289
214,2307,17,3,75.75284569
215,2821,87,1,26.08757791
216,2296,56,2,97.60235641
217,765,18,3,56.56782735
218,2944,82,3,32.58519607
219,835,15,2,77.67001701
220,4111,74,1,95.35419362
221,29,20,4,98.96114165
222,3502,59,2,60.37589694
223,4891,30,1,81.26175686
224,3381,39,3,92.73675165
225,1890,30,1,58.53430956
226,3776,2,3,52.92581022
227,772,49,4,42.65384116
228,4378,70,1,21.26807288
229,1007,42,4,26.27897231
230,3471,61,2,55.44269686
231,477,93,4,46.65164117
232,2833,84,2,76.06074971
233,1161,87,2,43.03539812
234,4227,6,2,97.01281046
235,4392,8,2,13.44711611
236,2416,66,3,91.79912363
237,2817,88,1,35.05655107
238,1522,6,2,88.61801639
239,1428,76,4,86.07163491
240,2635,9,3,11.14986709
241,1167,93,2,68.33000639
242,3701,53,1,75.24760437
243,3194,35,3,68.96474465
244,2930,62,2,72.74001269
245,3144,96,1,62.49172677
246,3176,32,3,90.78048534
247,3295,33,4,78.2483557
248,2299,62,2,83.97624173
249,3587,78,2,79.21523354
250,4044,70,1,84.19989375
251,2887,32,2,67.52910687
252,3552,41,3,24.9984832
253,306,88,4,63.60014185
254,3085,4,4,74.85206893
255,3137,5,4,48.80682544
256,3426,78,3,85.55690024
257,2315,87,2,15.94566005
258,318,9,2,86.59935807
259,4484,17,3,54.06928926
260,3688,9,2,88.41260916
261,588,9,4,22.2600224
262,3114,81,1,86.89274443
263,2042,68,1,98.30953225
264,2719,1,3,95.80620064
265,1466,66,3,34.91181977
266,3820,32,4,71.02805894
267,1667,57,2,78.44310185
268,4360,94,2,70.86186437
269,3777,94,1,85.23682018
270,2426,15,2,88.94439171
271,3494,46,1,54.92346933
272,3381,23,2,96.47535021
273,920,3,2,23.28580569
274,3339,91,3,14.16576144
275,2683,49,2,95.70869529
276,3867,18,4,88.74716337
277,2651,89,2,71.06024104
278,2347,83,3,79.26435093
279,3937,71,3,22.6863295
280,3450,58,1,52.58283021
281,977,28,4,79.88853441
282,2763,50,2,65.07412659
283,4210,49,1,20.29652368
284,752,79,4,46.38255834
285,4172,67,1,72.38811085
286,934,73,2,17.15965223
287,38,1,2,12.16776249
288,4656,24,4,80.47063669
289,3270,77,2,52.91734605
290,1138,96,2,31.88023218
291,4900,87,3,37.6302825
292,4239,34,2,50.37186063
293,1794,1,1,40.37881825
294,1548,65,3,40.01619068
295,1174,23,1,53.57871937
296,581,79,3,82.26940844
297,3190,80,3,52.59144179
298,1538,32,1,17.40070453
299,2615,14,2,75.17854793
300,400,86,3,19.07936745
301,957,63,4,29.67483024
302,695,69,3,77.92917047
303,790,71,1,34.54835987
304,1578,96,4,32.1042328
305,3591,25,2,13.52635258
306,4092,89,3,84.89795715
307,3982,85,3,98.76922445
308,3133,51,4,99.08059632
309,1197,2,3,58.0128875
310,4123,2,3,11.64126854
311,4889,98,4,39.81547583
312,1025,47,4,44.88033235
313,1413,77,2,56.41353878
314,3977,68,3,18.77937226
315,2369,53,4,79.45559056
316,3067,96,4,32.07439248
317,2295,20,4,16.36649608
318,2192,92,3,25.04575352
319,4660,98,1,57.88913767
320,2830,23,4,56.81692521
321,2422,17,4,33.5556864
322,4550,60,2,71.88985776
323,4119,42,1,39.32496201
324,4192,5,1,23.96138756
325,464,68,3,82.21763676
326,604,70,3,95.71025807
327,2237,42,3,97.37140089
328,4189,6,1,53.53178475
329,2417,1,3,89.78283816
330,2943,86,4,35.0798811
331,3365,90,4,23.51573311
332,3553,64,1,12.57274983
333,4232,92,2,80.53216132
334,1040,18,2,32.81240642
335,4160,1,4,85.43339095
336,4628,2,2,92.98112518
337,550,40,4,82.40519906
338,684,67,2,20.68226897
339,4630,24,2,24.66627066
340,3702,27,2,16.1116103
341,3949,37,1,88.54634616
342,618,83,4,92.74426824
343,3136,37,2,31.90034374
344,2471,12,2,72.45343786
345,1584,50,1,98.67166069
346,2937,23,1,63.83453031
347,4556,33,3,51.0656583
348,3547,34,2,59.77442757
349,1884,80,3,81.47171411
350,4006,92,2,64.75216015
351,2601,44,3,34.83419347
352,3217,77,4,24.50726807
353,269,97,4,14.39762838
354,1489,26,3,50.99923963
355,600,37,4,13.57108471
356,486,88,2,89.25995073
357,3698,7,3,78.63131716
358,2486,61,1,10.62746955
359,1501,7,4,81.11390366
360,424,45,4,55.93953618
361,1795,18,4,50.69586621
362,2964,49,1,24.37411477
363,3373,16,4,54.79383608
364,3431,2,2,92.97148047
365,4590,36,3,79.04755898
366,4649,57,4,92.65914996
367,1761,14,3,58.71131445
368,758,3,2,35.28586628
369,2936,69,2,12.46799827
370,3453,90,2,14.7110145
371,3484,36,4,64.13963189
372,3236,9,3,15.11300811
373,862,90,2,96.67228742
374,4655,18,3,60.02745946
375,3052,96,3,74.36677564
376,931,8,4,44.01158363
377,3112,70,3,89.95458945
378,3537,6,2,32.86992955
379,3544,91,2,11.02679406
380,2523,28,1,75.97170925
381,1298,47,3,12.51701563
382,4051,42,2,86.80098019
383,609,26,4,25.48357781
384,4401,74,2,94.79551557
385,3861,66,3,42.1435887
386,93,98,4,45.43700234
387,769,72,1,40.65322916
388,2946,81,4,44.92853323
389,2735,48,4,27.85778076
390,2976,37,4,43.02152589
391,1469,36,3,11.40823611
392,2707,47,4,99.2610031
393,4478,55,4,60.18856117
394,4854,67,4,93.87743477
395,1152,52,4,45.95585214
396,63,74,4,89.38017784
397,1311,97,4,19.4892752
398,2644,81,4,18.10340006
399,1166,11,4,28.83533563
400,952,49,1,29.09056223
401,4890,39,1,93.62282202
402,2455,59,3,20.12965799
403,2111,89,1,45.78534643
404,3131,81,4,21.11845641
405,3433,16,2,21.24656695
406,344,6,1,57.6666321
407,4635,54,2,13.36083237
408,1340,24,4,45.00016162
409,2435,51,3,97.25039257
410,324,39,1,41.88268957
411,1311,9,1,80.49011912
412,748,20,3,11.60029139
413,1508,32,1,16.71641708
414,2352,48,4,75.76047799
415,283,6,3,86.80176079
416,1800,92,4,78.12358452
417,749,17,1,13.68249227
418,1904,10,4,81.00622901
419,4325,10,4,37.42931929
420,1148,56,2,43.8638791
421,3337,34,3,13.83055993
422,4599,92,1,15.75516186
423,2980,30,3,21.51969535
424,3267,42,1,55.11706778
425,1597,28,3,97.07488312
426,1537,6,2,99.39351809
427,3847,63,3,93.53798692
428,4103,72,4,94.24955858
429,3320,85,4,34.87492165
430,2124,28,3,18.5658754
431,734,10,2,36.37340571
432,2561,82,1,90.41301642
433,4920,92,1,99.35340156
434,120,49,2,76.0781268
435,153,22,3,47.84004567
436,2776,25,3,61.7181301
437,2639,25,1,64.42447498
438,2857,39,2,14.54410624
439,852,36,3,33.97543764
440,4646,13,4,90.57566426
441,1244,4,4,55.2733321
442,3176,25,4,22.87964872
443,692,22,3,64.32873801
444,1406,56,4,91.28896811
445,183,75,2,99.27833605
446,868,60,2,61.25955545
447,1247,65,1,97.72567214
448,1498,5,1,99.88681785
449,4458,19,4,55.94883761
450,4239,34,2,98.56109257
451,3257,92,3,74.12873861
452,3344,72,2,89.69184615
453,3636,33,2,70.35154758
454,4176,95,2,26.78100265
455,1605,77,2,23.72957454
456,37,28,1,38.29424838
457,3339,13,1,90.84837121
458,1809,64,4,75.00332268
459,2518,27,4,28.13098815
460,292,72,2,42.82325347
461,4748,65,1,92.09059265
462,4727,78,1,43.84201943
463,1145,100,1,91.61332509
464,3549,18,4,90.29006693
465,3026,49,4,68.32129422
466,4145,45,4,87.5800466
467,610,90,4,69.62315028
468,883,66,4,98.23426983
469,100,79,4,21.14929007
470,2230,48,2,35.25255589
471,2643,13,1,23.75671805
472,747,43,2,93.26434122
473,172,95,2,47.67778391
474,2561,71,3,89.10051023
475,2702,1,4,91.11560709
476,4953,37,3,37.19200652
477,3966,8,1,47.79738369
478,3591,93,3,42.76588611
479,66,96,1,87.9335377
480,2855,85,4,58.3192566
481,3907,99,3,72.674622
482,2446,22,4,58.34598059
483,2598,6,1,97.72390316
484,3231,87,2,89.46909544
485,982,24,4,18.41606622
486,1806,93,2,18.07055938
487,4894,31,1,13.93069403
488,3541,1,2,93.23983975
489,3320,92,3,17.58686247
490,2129,97,3,39.45489363
491,4809,13,3,12.11836398
492,543,75,2,62.04810588
493,4486,20,4,98.13530428
494,2716,12,1,89.43831512
495,2500,39,3,69.36604616
496,212,47,1,14.61627675
497,4491,94,2,50.6744107
498,3057,64,4,35.73452801
499,1347,99,1,58.38340314
500,3202,35,2,20.05385805
501,146,34,1,60.2034636
502,4622,16,2,59.6207933
503,1293,61,4,38.97747136
504,431,61,4,92.11025772
505,4315,16,4,27.57674063
506,3696,64,1,36.01327055
507,3786,100,4,65.52481888
508,1869,4,2,71.4510491
509,3493,93,1,76.36810431
510,1765,47,3,84.94634821
511,4768,40,2,32.00743204
512,4643,38,1,24.80064802
513,424,44,1,33.18305347
514,1350,38,3,47.78154568
515,4541,22,2,32.25239686
516,1458,92,4,27.98614155
517,3347,35,3,41.47969183
518,3541,65,4,69.21722696
519,4842,15,3,42.94542877
520,2760,67,3,51.60769853
521,3034,25,1,94.42293657
522,912,56,4,80.82486504
523,3892,63,4,84.4127698
524,4085,21,3,82.88256618
525,14,12,2,12.9495626
526,168,24,3,91.52526276
527,2892,21,2,98.79297982
528,4467,11,1,34.17606029
529,785,72,2,38.43986892
530,1984,17,1,18.47005858
531,3081,60,1,17.98788892
532,286,50,3,11.23347908
533,2153,88,4,80.45523554
534,510,80,2,79.3271108
535,4544,76,3,14.24234317
536,921,48,2,80.90663197
537,2598,3,3,61.07408373
538,3711,56,2,96.99334907
539,976,2,1,39.2019375
540,4023,30,3,87.08147267
541,2359,56,3,43.63820391
542,1350,48,3,49.13825784
543,2745,72,3,56.408053
544,1459,77,4,33.31617652
545,4823,22,2,92.16861032
546,469,69,3,31.04189308
547,1671,1,4,65.54933194
548,4057,29,1,46.02577806
549,2208,10,4,60.37989887
550,4371,54,3,10.57573573
551,101,92,2,66.02194554
552,3523,72,4,74.8515927
553,215,84,3,66.84397483
554,1032,15,2,73.49111377
555,2948,91,1,76.94790733
556,3662,17,4,61.497698
557,1963,9,2,68.25261844
558,417,75,4,57.95712155
559,1735,23,2,55.74942713
560,3537,40,3,86.09813573
561,3718,60,2,30.90190651
562,918,32,2,41.39072306
563,2444,22,2,73.56333473
564,2192,49,3,83.81677345
565,1516,24,3,65.68210661
566,1230,11,3,62.0854098
567,2068,27,4,33.52304394
568,2046,41,3,94.73038218
569,1056,50,3,41.1005822
570,1744,31,3,10.23723915
571,4940,22,2,11.26206973
572,4546,68,4,91.77300182
573,1132,95,2,78.2213165
574,2907,42,1,78.749031
575,3552,38,3,98.20624667
576,4710,10,1,57.34437447
577,78,39,3,40.20961604
578,2390,75,2,40.07083416
579,3160,73,2,49.57062849
580,4172,21,2,88.32877691
581,1071,57,1,71.76918905
582,2635,29,2,96.85591061
583,2062,17,1,14.15124478
584,2641,77,2,71.20356166
585,1624,24,1,71.72642177
586,4294,25,3,98.152184
587,2172,20,1,62.37440799
588,4661,15,3,56.60727401
589,818,93,4,71.25066328
590,3206,85,1,22.7256978
591,3725,37,4,24.89737439
592,3915,79,1,73.24715311
593,1987,23,3,77.98446093
594,2427,94,3,92.70341496
595,372,89,4,76.43922922
596,4803,64,3,60.85116218
597,839,63,4,99.80058741
598,1028,11,1,10.83072847
599,770,40,2,37.04910731
600,3039,75,3,77.35125158
601,4281,52,4,40.96712251
602,2245,78,2,24.61520313
603,769,31,3,86.08849137
604,2279,15,1,17.84281092
605,4069,44,1,16.55251208
606,3391,55,4,36.84817182
607,4192,35,2,44.8620253
608,3574,53,3,10.53200645
609,3569,19,4,26.9478596
610,1331,64,4,90.86158284
611,4838,8,4,52.86932672
612,4245,88,1,36.8613054
613,1591,24,3,63.44556803
614,2428,73,1,64.92534226
615,4112,68,3,80.8414873
616,3608,55,3,52.22379223
617,1556,79,3,63.42205935
618,2396,5,1,76.56044092
619,2771,92,4,21.46810964
620,3830,90,4,81.51318125
621,1772,1,1,61.58288819
622,203,9,1,53.0895663
623,3270,78,1,58.48623121
624,3835,96,4,92.21199267
625,370,36,4,36.09287992
626,4926,85,3,30.82804354
627,3003,12,4,39.9937007
628,4864,35,2,28.38902371
629,3031,65,2,13.43173184
630,220,59,1,11.46540326
631,3012,25,2,42.59103868
632,1016,95,2,40.24931815
633,55,56,4,17.11696916
634,3567,82,2,40.89960776
635,362,9,1,56.01930216
636,1750,40,4,18.74238268
637,140,61,1,55.61924948
638,3876,96,4,34.51670693
639,2165,43,1,31.27162731
640,3066,84,2,76.34219625
641,2890,53,4,27.50325221
642,4021,84,4,63.01380485
643,1333,78,2,46.93396858
644,1619,75,1,69.992442
645,3461,45,4,62.98243321
646,4233,18,2,74.09240909
647,4192,23,4,50.23673281
648,3900,37,1,54.11962347
649,4816,6,3,76.26713478
650,1669,79,4,22.46413543
651,3886,74,2,95.61513207
652,959,70,4,91.75909234
653,823,53,1,22.43291941
654,3935,17,2,91.87964523
655,1355,5,2,11.20191719
656,3350,71,4,22.91741818
657,3697,97,4,23.69467694
658,2242,70,1,74.04581398
659,2287,71,1,88.29855961
660,4054,90,4,77.45651757
661,806,34,3,58.69109245
662,2871,68,4,30.13466107
663,2247,77,3,97.48985936
664,2150,82,2,98.00107649
665,874,60,2,94.09480551
666,3889,55,1,73.77958899
667,3853,82,1,80.92774903
668,144,58,3,26.52384013
669,1428,42,4,46.43742437
670,3857,32,1,30.00696454
671,1909,76,3,65.57817304
672,4632,26,2,54.85545939
673,1342,68,4,44.41196547
674,4790,74,2,82.0263648
675,1793,60,3,94.53103101
676,585,52,1,37.66733152
677,1331,61,1,95.44198336
678,2103,77,2,73.25271654
679,30,89,3,35.2449499
680,1459,93,4,80.38718938
681,4025,77,2,54.37375573
682,2283,53,4,43.81674281
683,285,47,2,80.53760364
684,800,7,1,91.84812192
685,925,72,2,93.23649288
686,103,82,3,34.6338366
687,4135,30,2,90.4403787
688,1380,65,4,49.91175387
689,569,61,2,29.12922952
690,1757,81,2,10.47606907
691,4388,22,3,34.67525668
692,3362,88,4,72.83111589
693,3627,8,4,13.98027446
694,298,10,3,84.88993298
695,1235,97,1,54.69425223
696,4560,93,1,74.42834889
697,3257,3,2,86.15752215
698,4264,100,2,64.5799271
699,1684,85,2,46.01809297
700,4173,22,1,53.40726998
701,3682,95,1,79.03999086
702,858,37,1,84.3379165
703,3771,61,1,21.42746081
704,1386,7,4,38.41199174
705,3805,85,3,82.61041882
706,3676,72,2,98.9278443
707,2703,37,4,56.08229403
708,2838,80,4,83.27909164
709,3602,3,3,97.58232062
710,395,60,3,71.43118174
711,4777,95,3,26.77958782
712,3668,1,4,73.76042929
713,4163,1,1,55.04652706
714,2750,20,3,83.73714479
715,1216,25,3,54.60322803
716,1258,40,2,61.80989769
717,1797,61,3,10.51992943
718,4231,65,4,24.79888569
719,2927,16,4,71.56125774
720,3490,33,2,22.73924276
721,490,8,4,29.78817432
722,4153,50,2,26.98078899
723,4056,10,3,79.48571668
724,244,38,2,42.7911923
725,1352,97,4,92.79709095
726,3611,11,2,64.29218908
727,3168,68,3,90.38341846
728,2812,76,4,18.50266666
729,3385,28,4,44.72593883
730,2185,9,1,92.25605508
731,2864,35,1,68.40031952
732,2312,15,1,44.39026984
733,719,41,3,68.73096433
734,970,73,4,58.0809264
735,3866,64,3,65.76218651
736,1457,16,3,37.31970609
737,1534,55,4,27.98198372
738,3371,83,4,17.95252251
739,2822,90,4,99.30137216
740,1642,7,3,28.52312849
741,3347,68,4,13.48277963
742,76,49,2,83.10213654
743,3253,34,1,26.75001584
744,32,12,4,16.67929436
745,300,73,2,99.98586113
746,4680,41,1,23.86609639
747,280,26,4,76.16244136
748,382,49,3,14.81049751
749,4135,53,1,32.35226205
750,3338,70,1,18.7249873
751,815,25,4,82.79341557
752,3654,50,4,30.89209714
753,691,27,2,12.64236038
754,3267,47,1,42.13511727
755,3733,77,4,52.87434209
756,2865,36,4,53.57540227
757,1982,71,1,29.76573162
758,2313,70,4,34.82370165
759,4404,12,3,28.62602388
760,4196,74,3,23.973662
761,4505,19,2,13.56638491
762,3059,91,3,84.47962928
763,1911,6,3,70.44375647
764,2891,67,3,51.01778882
765,2867,86,2,82.30987345
766,3670,67,1,57.36408147
767,3722,18,1,90.77592191
768,731,61,3,57.04789827
769,2304,9,4,36.23508677
770,444,54,4,48.76541639
771,1063,78,1,57.90366597
772,2546,98,4,34.99647686
773,1411,38,2,72.75641071
774,2591,64,3,82.23755973
775,1449,34,2,16.72605742
776,2282,21,3,66.66638126
777,921,36,1,37.66010301
778,3603,22,2,27.10791442
779,2200,8,1,16.25133911
780,1484,45,2,53.08466282
781,465,68,3,77.78228502
782,1247,95,1,12.15577616
783,2900,89,2,47.90376117
784,41,81,4,42.1728531
785,1844,43,3,67.90341043
786,1888,24,3,96.46772114
787,3983,10,1,96.28528743
788,1788,15,4,85.61693334
789,873,14,3,92.4714444
790,221,90,4,53.26380891
791,851,19,4,88.59228768
792,1138,57,2,94.14142033
793,1888,26,2,30.88961315
794,2216,82,2,62.73933157
795,710,64,1,97.1077002
796,3386,59,3,95.72350778
797,4486,54,4,67.41473654
798,4850,85,2,63.82310312
799,4341,42,2,80.5071573
800,3978,20,1,67.83523765
801,1698,33,3,94.23956828
802,1182,86,2,13.61635407
803,4924,31,2,98.90371225
804,3739,83,1,87.22018324
805,4259,18,2,47.67742216
806,4964,83,2,58.14821124
807,933,57,1,79.55437819
808,4417,66,3,41.32551594
809,3503,7,4,82.52656094
810,2996,82,4,66.63221085
811,2047,23,2,99.54099559
812,354,94,4,19.76633524
813,1858,65,4,67.90181382
814,944,62,4,49.29866299
815,1041,60,4,37.6632813
816,4211,64,2,59.0618909
817,882,67,2,51.32618122
818,196,7,1,47.23950795
819,2150,33,2,50.15373324
820,314,30,3,83.05064304
821,1188,56,3,99.37432166
822,974,54,1,43.91339582
823,4622,31,1,32.37440091
824,846,87,3,62.09826243
825,3800,23,3,74.38534859
826,130,35,2,85.71683791
827,565,57,1,23.85550944
828,3321,4,2,31.63946251
829,3222,25,2,78.82575659
830,2308,66,1,82.07846779
831,4253,32,4,71.67348584
832,2202,5,3,22.95676583
833,2644,98,1,11.48156585
834,1044,34,4,79.8211932
835,1767,25,4,49.87745218
836,2317,38,4,47.64727464
837,3771,36,3,66.40721925
838,3449,78,1,63.04742547
839,1543,23,1,22.5349274
840,426,58,3,39.8666984
841,3455,71,3,36.34248349
842,2129,66,1,60.52921434
843,3204,92,1,93.50569684
844,3439,14,2,99.23877111
845,4165,32,1,53.58301149
846,2613,69,1,80.20634285
847,3749,70,3,84.64834298
848,3883,78,4,60.48859718
849,1891,92,3,53.01277031
850,3922,99,3,77.10138872
851,1059,50,1,26.43767434
852,610,100,2,66.39350392
853,240,44,2,52.16318495
854,4507,18,4,54.73942746
855,936,11,4,42.16086755
856,3687,77,4,38.0502416
857,1526,21,4,19.33583305
858,909,2,2,19.80379252
859,2911,79,1,37.41848255
860,1978,63,1,38.8877038
861,3338,33,2,77.9547384
862,49,53,1,56.53578049
863,3740,85,2,42.50105474
864,4146,36,3,91.07935668
865,2388,69,2,37.04772055
866,4971,7,1,53.60263112
867,3053,45,2,59.20201847
868,2972,1,3,37.54234094
869,2350,78,2,12.34176986
870,4836,88,3,62.87963581
871,3816,36,3,49.89782733
872,3585,19,4,28.09166803
873,989,16,1,97.69523989
874,3576,50,4,44.31145268
875,4949,47,3,51.55388647
876,4628,82,2,18.97621547
877,3762,77,1,73.42940987
878,113,84,4,89.29959988
879,2600,38,2,81.00343375
880,275,52,4,60.00321708
881,3972,93,1,41.84423005
882,3642,93,1,13.50778074
883,2065,69,2,91.08296329
884,2555,45,4,85.83816294
885,1005,13,4,21.64160632
886,1890,74,3,67.58889761
887,1776,88,1,14.15667824
888,2791,67,1,60.65617704
889,1158,51,4,47.54217609
890,2066,32,3,13.19422743
891,1397,10,4,19.8264045
892,4890,67,3,39.45748688
893,4021,44,3,67.08768041
894,4227,19,4,72.36937568
895,1023,34,2,52.41701266
896,2843,3,4,29.35550732
897,250,40,1,22.38028836
898,2554,86,1,84.25461695
899,685,66,4,82.40779982
900,1124,71,2,43.38364232
901,2187,41,3,27.62553558
902,3282,42,3,28.62473785
903,4277,55,1,47.6415649
904,1545,5,4,67.04999423
905,1483,87,3,40.38237991
906,146,94,4,30.57847636
907,4545,84,1,87.7956195
908,4439,38,3,26.6502857
909,4891,10,2,47.11026441
910,1067,89,4,37.03533776
911,203,24,2,66.43574197
912,4939,84,1,31.56442979
913,991,88,3,53.99621893
914,1616,94,1,28.5113163
915,2703,37,2,60.97243911
916,2408,79,1,65.9385152
917,301,68,3,29.6438725
918,467,58,2,19.39860629
919,4666,9,3,64.9857958
920,4563,25,2,27.82012514
921,3495,34,1,78.0037276
922,2616,27,4,62.60531371
923,3242,46,2,11.13999664
924,4444,2,1,75.94152328
925,204,56,4,67.75829289
926,3765,18,2,52.11518538
927,4251,84,3,60.20886314
928,4309,54,2,50.03002315
929,430,62,4,71.90736137
930,4289,67,4,19.41960285
931,3479,78,3,60.46959026
932,3362,11,4,56.41979566
933,1315,13,2,58.48425873
934,3590,51,2,37.44852476
935,3945,78,4,78.18923833
936,777,7,2,65.578581
937,775,96,2,93.84393931
938,808,27,3,84.60206185
939,4972,8,4,49.33889096
940,1862,95,4,82.9895099
941,2446,21,3,37.12372474
942,1757,77,4,79.34720492
943,2740,29,2,93.2590312
944,3380,8,3,24.87227974
